,caption,date,customer,rating,transcript
58,"If I could rate this a 10 (5 is the max here) I would...no, a 20!  Maybe 30!", February 2020,mcurtis924,5.0,"<q class=""IRsGHoPm"">
 <>
  OMG.  OMG.  This place is OVER the top!  Yes, it is more than I have ever spent on a hotel...yes I wondered if I was insane in paying that much but....OMG....I am almost speechless by my experience here.  I loved that there is no tipping until you check out and all tips are hten shared among employees- so when people provided incredibly attentive service you didn't feel like it was fake or you had to fumble for your wallet.  I loved that EVERY room had a view of the Taj Mahal.  I loved the sheer gorgeousness of the grounds and the attention paid to every single detail no matte how small.  I fell in love with the bathrobes (yep- bought one!), and even though I expected the food to be very good- it was...fantastic.  In fact, Dheerah served us lunch and dinner on separate occasions
 </>
 <>
  …
 </>
</q>"
59,View of the Taj Mahal from every room!, February 2020,bargeo6270,5.0,"<q class=""IRsGHoPm"">
 <>
  Stayed only one night unfortunately because this hotel is one of the most beautiful and exceeded the many expectations that I had had!. The grounds and gardens are breathtaking but one stands out is the impeccable service. The staff meet every need, every request with a gentle smile. Truly an experience to savor and remember!
 </>
</q>"
60,Location Location Location!, February 2020,GlobeBiker141,5.0,"<q class=""IRsGHoPm"">
 <>
  This is the best place to stay in Agra. It is the closest building to the Taj Mahal and make sure your is room facing the tomb. Excellent service every place in this five star hotel! You can arrange for a golf cart to pick you up at the hotel and take you very close to the entrance of the Taj.
 </>
</q>"
61,Among the finest hotels on earth, February 2020,John M,5.0,"<q class=""IRsGHoPm"">
 <>
  We’ve been to sixty nations and stayed in many hotels across the spectrum.  Oberoi in Agra is at the very top.  Sure, the room’s balcony view of the Taj Mahal with nothing but green in between is unbeatable.  What takes Oberoi Agra to the pinnacle is it’s staff.  Everyone — and I mean everyone — treats guests as though nothing could be more important.  The food is exceptional as well.  Very pricey but somehow worth every rupee!
 </>
</q>"
62,An unobstructed view of the Taj Majal 1/2 mile away from our room, February 2020,nyvoice,5.0,"<q class=""IRsGHoPm"">
 <>
  Oberoi, in our opinion, is the finest small hotel chain in the world..bar none. Ask a question..and staff will answer you by name..and say:  ""Let me take you there"". And they do. Drop-dead architecture, built by Oberoi, not repurposed. On check-in, we could clearly see the Taj, not 1/2 a mile away. Spectacular ! Excellent international restaurant..and breakfast (buffet or a la carte) and a second Indian restaurant with quiet sitar music at night.  Here's what you may not know: air pollution comes and goes and can be awful. The second morning we looked out our window at dawn, as recommended, to see the rose color on the Taj marble...but the smog totally obliterated the whole tomb.  Presto ! All gone !  And, secondly, Agra is a large poor town of about 1 million..and a total
 </>
 <>
  …
 </>
</q>"
63,You should 100% stay here!, February 2020,Sarah S,5.0,"<q class=""IRsGHoPm"">
 <>
  This is, by far, the most amazing hotel I've stayed at in my life. The pictures you see are 100% representative - it doesn't get anymore beautiful. What I loved most was the service. They go above and beyond at every single opportunity. This included our breakfast where they took the time to bring out some additional special plates and smoothies they wanted us to try. You should stay here!!! You won't regret it!
 </>
</q>"
64,You must stay at this hotel when visiting the Taj Mahal and the Agra Red Fort/Palace!!!, February 2020,Aikenfans,5.0,"<q class=""IRsGHoPm"">
 <>
  This hotel is the best!  The entry to the hotel is grand, and the rooms and service are great.  We think that all the rooms have a view of the Taj Mahal.  Seeing the sunset over the Taj Mahal, from the hotel, is spectacular.  We want to say thank you to Virat for being so kind and helpful with checking us in.  Our Room 326 was spacious, and inviting, and there was a view of the Taj from the room and from its balcony.  The breakfast, including the Eggs Benedict, was delicious.  Our only disappointment was the Esphahan Restaurant.  It has no views, and not much atmosphere, and a man sitting on the floor in the middle of the room, playing a string instrument all evening.  The music seemed to have no beginning and no end.  It would have been better to have it quiet, so one could
 </>
 <>
  …
 </>
</q>"
65,Location location location, February 2020,W1sue,5.0,"<q class=""IRsGHoPm"">
 <>
  Large hotel in incredible position with rooms overlooking the Taj Mahal. Excellent staff. Comfortable rooms. Very good food in both restaurants.  Amazing terraces around swimming pool. Just 5 mins walk or take the complimentary golf buggy to the Taj.
 </>
</q>"
66,Fabulous, February 2020,LDandG,5.0,"<q class=""IRsGHoPm"">
 <>
  We had a wonderful one night stay at The Oberoi. Our room had a lovely view of the Taj Mahal. In fact, as far as I could tell, every room had a wonderful view of the Taj! The food and service were also great. A truly magical experience.
 </>
</q>"
67,Great place to stay, January 2020,Ann C,5.0,"<q class=""IRsGHoPm"">
 <>
  The proximity of this hotel to the Taj Mahal is obviously a great point in its favour but this needs to be backed up with great service, food etc. and it certainly had all of that.  The rooms were fantastic, the staff were so friendly and helpful and the dining experiences were excellent.  We could have stayed forever.....
 </>
</q>"
68,A beautiful hotel with a beautiful view, February 2020,atarayan,5.0,"<q class=""IRsGHoPm"">
 <>
  A great hotel with great staff. We arrived and was greeted with flowers, check in was very easy and we were shown to our room which was large and had the most incredible view of the Taj. After check in we went down to the pool area where we had lunch, the sun was shining so we had lunch outside, Food was excellent, staff were very attentive. We then went off for our sightseeing and on our return we had dinner at the India restaurant, they work on two sittings in the evening so we choose the later one. Food again was excellent.  I would definitely recommend this hotel for anyone staying in Agra, location is good and hotel is beautiful.  thanks for looking after us so well
 </>
</q>"
69,Amazing hotel, February 2020,tasnim22,5.0,"<q class=""IRsGHoPm"">
 <>
  Very nice hotel with nice view of the Taj and a welcoming culture for visitors, kindness and helpfulness staff made our trip amazing, nice dinner at their Indian cuisine restaurant with Mr Essa management great table musician and most important they helped us in choosing the best dinner and explained everything served. Besides, unforgettable dinner and breakfast at the international restaurant lead by Mr Ripudaman, great leader of the kitchen and nice tour of different hotel related amenities and kitchen which we straight away sensed how they work as one family with clear task and goals nothing can stop them unless to the best and to make your experience unforgettable, in addition, the hotel have golf cars that take to and back from taj east gate , a nice daily traditional
 </>
 <>
  …
 </>
</q>"
70,Only had dinner at this gorgeous property!, February 2020,prsss,5.0,"<q class=""IRsGHoPm"">
 <>
  We had a group dinner with a set menu.  While expensive $70 per person - the hotel is sumptuous and beautiful and worth the visit.  We were not able to stay there due to group budget but the property is simply stunning and wins all sorts of awards.  We enjoyed superior care and attention from the food and beverage team under the leadership of Mr. Deep Arneja.  He personally greeted us and stayed the entire time and escorted us to the bus as we left.  While the moon was full, we were unable to see it reflecting on the Taj due to the haze, but the silhouette was still magical.  The food was very good,  The general manager visited our group as well which was a lovely luxe touch.
 </>
</q>"
71,"SVP, Managing Consultant", February 2020,Charlotte L.,5.0,"<q class=""IRsGHoPm"">
 <>
  The Oberoi was lovely from beginning to end. The property is beautiful and very well-maintained. The rooms are spacious and very nicely appointed. Each room has a personal balcony looking out over the Taj Mahal so you never left the site of the reason to go to Agra. The food was yummy and the staff extremely attentive without being obvious. I so look forward to returning with my family and friends! Charlotte L.
 </>
</q>"
