,caption,date,customer,rating,transcript
75,What a place! , January 2021,Mayuri_Srivastava,5.0,"<q class=""IRsGHoPm"">
 <>
  This was our first vacation in 10 months and we mostly wanted to be indoors on the hotel property. So a 32 acre property with 750 Sq ft of room space was definitely appealing. We arrived on 1 January and the hotel was buzzing with activity. The restaurant was full of revellers and so was the lobby. The courteous staff helped us checkin and sort the confusion with MakeMyTrip seamlessly. The hotel manager was my favourite as he was so accommodating to give our  3 suites together on the same floor. And then the cherry on the cake was that he upgraded us to THE PRESIDENTIAL SUITE. While the hotel is great, the staff there are what makes the place so endearing. The lounge access and happy hours that comes complimentary with the suite was our favourite family time. Kiddies were
 </>
 <>
  …
 </>
</q>"
76,Excellent stay at ITC Maurya, January 2021,Simran A,5.0,"<q class=""IRsGHoPm"">
 <>
  Excellent Hospitality and Service by Food &amp; Beverage department head Mr.Dennis and his team , They made our special occasion a memorable one. We would Definitely refer this property  to our Friends and Relatives.
 </>
</q>"
77,Family New Year Get Together, January 2021,ABHISHEK A,5.0,"<q class=""IRsGHoPm"">
 <>
  It was excellent stay.  Well assisted by ITC team special mention Mr Rajat(front office) Mr Bhavya(F&amp;B) and all the house keeping staff who made are stay memorable.  Dinner at Peshawari was well coordinated and assisted. Food on all days was just awesome. Thanks ITC team.
 </>
</q>"
78,Lovely, January 2021,Navya W,5.0,"<q class=""IRsGHoPm"">
 <>
  Experienced a great stay , welcomed by a friendly and warm staff. Sanitisation was of top quality and would definitely recommend this to any who wants to have an amazing stay. Loved every bit of the stay.
 </>
</q>"
79,"Wah Taj, Wah ITC!", September 2020,Nidhi,5.0,"<q class=""IRsGHoPm"">
 <>
  My daughter always wanted to visit agra to see the taj so we planned a visit for her 18th birthday and stayed at your property.The welcome was very warm and check in was fast and courteous, despite the weekend rush and covid protocols being followed.our rooms were squeaking clean and thoroughly sanitized- we felt safe and in good hands! We dined in the room itself and the service was brilliant with all cutlery and crockery packed neatly.we saw everyone in masks and hotel was well prepared. Her birthday breakfast was made extra special with a cute cake served on the table and the spread was great- she loved it! We will definitely return , keep it up !!!
 </>
</q>"
80,ITC Mughal - top notch experience, December 2020,Ankit Nahar,5.0,"<q class=""IRsGHoPm"">
 <>
  A very comfortable stay at ITC Mughal :)  The hotel is magnificently spread across a huge and well-maintained area. The ambience of the place is  truly amazing and the staff was very warm and welcoming. All the safety precautions were taken care of really well and the in-room dinning service was very efficient. The breakfast spread was wide and delicious; also the staff there was very polite and helpful.   I would love to come back again and spend some quality time at this beautiful hotel! It's definitely on my recommendation list.
 </>
</q>"
81,Week end break, January 2021,Narendra M,5.0,"<q class=""IRsGHoPm"">
 <>
  A real classy hotel...beautiful lawns and walking tracks ..fantastic architecture ..very spacious rooms ..great weekend deal packages .if u are a MCI registered doctor u get special discounts. ... #peshawri food is out of this world ...a real nice place to take a break from CORONA BLUES
 </>
</q>"
82,One of the best place to stay in Agra, December 2020,Rajiv Kampani,5.0,"<q class=""IRsGHoPm"">
 <>
  Perfectly located in the heart of Agra and about a 10 drive from Taj Mahal.  Staff was really helpful and friendly who went above and beyond to make sure that we had the best stay. Also, they made sure that we had a great New Year’s even celebration even during the time of this ongoing pandemic and I would like to specially mention Mr. Ankit Manocha and Mr. Vishwas who were always there to serve us and take care of all our needs. I would definitely visit this hotel again and would highly recommend it to others too!!
 </>
</q>"
83,Family get together, January 2021,Purnnima Sharrma,5.0,"<q class=""IRsGHoPm"">
 <>
  great rooms total cleanliness..and security...good food in peshaeari...we had wonderful time with family breakfast was very good and we had a walk in gardens which relaxed our mind and soul..over all we had good time thank you
 </>
</q>"
84,Beautiful Property, December 2020,Anjalee Patwary,4.0,"<q class=""IRsGHoPm"">
 <>
  We stayed at ITC Mughal on 18th of Dec, 2020.  It's a beautiful property. The grounds are very well maintained and the staff very helpful and cordial. The food at Peshawari was excellent (the Dal is to die for). Due to Covid, the restaurant was shut but the Peshawari food was served at the common restaurant. The staff there was very nice and friendly.  The weather complemented our stay.
 </>
</q>"
85,Best place to stay in agra, December 2020,ARPIT A,5.0,"<q class=""IRsGHoPm"">
 <>
  One of the best hospitality.kids friendly and staff was very good and courteous.food was very good . location of the property is very nice. Tajmahal and other places is quiet close .proper hygiene measures have taken care of by the staff
 </>
</q>"
86,Best Stay ever, December 2020,RinkyBakshi86,5.0,"<q class=""IRsGHoPm"">
 <>
  I had been to ITC mughal in dec for a get togwith friends.. we had booked mughal suits.. trust me this was the best stay ever.. Good food.. Amazing staff. Amazing hospitality.. superb property. All safety norms were followed by the staff.. overall the stay was very comfortable.. for sure we wil visit again..
 </>
</q>"
87,Stay at ITC, December 2020,Harpreeit Siingh,5.0,"<q class=""IRsGHoPm"">
 <>
  Absolutely outstanding hotel perfectly located. Helpful, friendly staff who go above and beyond to make sure you have the best time. Mr Ankit, Miss Mehak and Mr Bhavya truly the gem of ITC. They went out of the way to make our New Year Eve the special one. It was ours one of the best new year celebration at itc.  We will definitely come back again with family and friends and I would highly recommend this hotel.
 </>
</q>"
88,Good hotel, December 2020,kvohra,4.0,"<q class=""IRsGHoPm"">
 <>
  It’s at a good location about 10 mins drive from taj... . Buffet for breakfast was laid out jmg the banquet area to provide social distancing .... Hospitality was very good!!! Would like to appreciate the effort by Sanjoo Singh from making our stay comfortable at the property and making a family occasion special !!! Keep it up 👍
 </>
</q>"
89,New Year’s celebration, January 2021,gautam k,4.0,"<q class=""IRsGHoPm"">
 <>
  We were welcomed with a warm smile and immensely helpful Ankit Minocha at the front desk. The property is an absolute beauty with a wide area of landscape. Bhavya and Mehak treated us like their own family while serving us F&amp;B. It was indeed a memorable new year for us because of the hospitable staff of this hotel.
 </>
</q>"
90,Wife's birthday trip, November 2020,HimC,5.0,"<q class=""IRsGHoPm"">
 <>
  Awesome ITC hospitality always with a smile....amazing experience with perfect infrastructure n eye for detail. Staff is always will to gi an extra mile to take care of yr smallest needs which makes them stand out.
 </>
</q>"
91,Amazing start to the year!, January 2021,Kunal,5.0,"<q class=""IRsGHoPm"">
 <>
  Had an excellent stay at ITC Mughal. An amazing heritage hotel, one has to visit if thinking of spending a good weekend at Agra. All Covid protocols were followed, ensuring safety first to all customers. Great food clubbed with great services, had a lovely start to this new year!
 </>
</q>"
92,Epitome Of Warmth, January 2021,Tastebuds,5.0,"<q class=""IRsGHoPm"">
 <>
  This one is to the warmth and luxury feels that the exemplary @ITCMUGHAL gave us! . The exicuisite Christmas decor specifically included a beautiful Ginger Bread House, A Cheerful Santa ruuning his sleigh in all the Glory, And an amazing “Vocal for Local” themed - Sustainable Hand crafted Red Christmas tree made from recycled packaged wood displaying 382 poinstettias! . The lunch Layout was arranged as per thier new,  “Dine Under The Sky”! A gracefully organised Table/ open cabana with a soothing pool side view took our hearts! . With all the amiability, we were served the lunch, begining from thier signature Christmas Mocktail🍷, that perfectly suited the tastebuds! The head chef was present with us to elaborate the menu and specifications, keeping up the bar for @ITCMUGHAL .
 </>
 <>
  …
 </>
</q>"
93,Christmas 🎄 Eve dinner 🍽️, December 2020,shiv_yash_bhukadofagra,5.0,"<q class=""IRsGHoPm"">
 <>
  Hello travellers of your plan to visit agra for your special moments so this place gives you a very beautiful moments with you love ones recently here I'm visited for celebrating Christmas Eve with friends itc mughal organized very beautifully everything their luxurious buffet at taj bano Resturant.. they specailly made eco friendly Christmas 🌲 tree such a special and beautiful Christmas tree in agra ✨ they made a Christmas house with cookies and breads beautiful house , delicuous buffet with Perfect Services Agra's most biggest luxurious 5 star hotel their services and this hotel speciality is more above exept above i tell right now no words for this place Speciallity...... Here you feel full mughal touch that is Agra's Speciallity. My Christmas Eve was amazing tell us you
 </>
 <>
  …
 </>
</q>"
94,Celebrated Christmas eve, December 2020,Archita Ohri,5.0,"<q class=""IRsGHoPm"">
 <>
  I came here to celebrate my Christmas Eve and I must say I enjoyed alot. The staff was very polite and helpful. The ambience was amazing. There was a Christmas tree made of leaves from recycled packaged wood. The covid norms were followed very strictly. They assured everybody's safety. I'm really happy and amazed by their services. I'll definitely recommend this place for a perfect safe getaway in these tough times. #weassure #turning21
 </>
</q>"
95,Mr. Nishchaiy, November 2020,Nishchaiy Behl,5.0,"<q class=""IRsGHoPm"">
 <>
  Great visit !! Great help team front office rajat for warm welcome and assistance. The room was nice good food and good hygiene standards maintained asper covid19 guidelines. Will visit again soon.   Thnx
 </>
</q>"
