,caption,date,customer,rating,transcript
67,average, April 2019,TejaswiniKotalgi,2.0,"<q class=""IRsGHoPm"">
 <>
  A/c was not working properly, Tv was not working at all.  complain about this but staff was not very attentive to this. we got room with no view. we ask other room but they refuse. water bottles were over charged. over all hotel and interior is good
 </>
</q>"
68,Great Stat At The Grand Imperial, September 2019,Dream40480418947,4.0,"<q class=""IRsGHoPm"">
 <>
  Had a great stat at The Grand Imperrial Agra.  Enjoyed pool, evening puppet show, and Live Sitar at Restaurant Shahenshah.  Staff was attentive and ready to help.  Arranged medicines for me when I fell sick.  The food is a little over priced, but quality is great.
 </>
</q>"
69,Stopover for Taj Mahal, September 2019,helena b,3.0,"<q class=""IRsGHoPm"">
 <>
  Nice hotel, very empty which made it seem like we were the only guests rattling around.   Lovely room on ground floor with access to pool and gardens. Bed was comfy. Bathroom was very clean but the bedroom needed a good dust. Felt like no one had been in it for years. This is how the restaurant felt.   Breakfast was okay. We also tried lunch but because of the strange atmosphere and the dusty nature, it didnt fill us with confidence to eat there.   We were okay with the food we ate but chose to have dinner out.  The pool didnt look clean and the hotel needs a bit of a tidy up. The paperwork in out room was a bit knackered and it just seemed like the hotel thar time forgot.   Shame because its an amazing building and the staff were really friendly.
 </>
</q>"
70,Comfortable Stay, September 2019,James P,4.0,"<q class=""IRsGHoPm"">
 <>
  We spent 1 night here after visiting Taj Majal. The room was comfortable, had a large shower cubicle and was clean.   The WiFi was intermittent which kept logging off.   Breakfast was lovely with a good selection. We didn’t eat in the restaurant as we ate out so can’t comment on that.  We found it a struggle to sit outside during the evening as no chairs, we did watch the puppet show which was good and got dressed up in the turban!  The hotel has amazing history and we enjoyed our stay
 </>
</q>"
71,Perfection, September 2019,Kehren Eade,5.0,"<q class=""IRsGHoPm"">
 <>
  This is one of the best hotels we have ever stayed in, in India, and so close to the Taj Mahal. Architecturally, built by the British 100 years ago, it’s heritage features and in tact and even beautifully embellished. But architecture is architecture and for us, service is everything. Under the gentle guidance of Front Office Manager Ms Wrishita Biswas, we were offered a traditional Indian welcome complete with garlands, escorted to our exquisitely appointed rooms and had explained to us the appointments of our rooms without the explanation being too lengthy, just informative. Any requests we may have had were met with immediate responses and courtesy. On the cuisine front, as we were 7 people travelling, all travellers noted how good the food was at all meal times, again the
 </>
 <>
  …
 </>
</q>"
72,TRUE HERITAGE OF AGRA, September 2019,William F,5.0,"<q class=""IRsGHoPm"">
 <>
  The Grand Imperial is a gem of hotels located strategically near Taj Mahal &amp; other important places. Its truely a heritage hotel with difference. All Rooms are named after Historical Mughal figures &amp; Great warriors.Family rooms &amp; suits are available with five star luxury but at the cost of fraction of 5 star hotels available in Agra. Swimming pool &amp; Well maintained Bar, restaurant &amp; Spa adds to luxury. Food &amp; Service is also very good comes at reasonable cost. Overall a great value for money &amp; you must experience it.
 </>
</q>"
73,Best Heritage hotel in Agra, August 2019,vsamania,5.0,"<q class=""IRsGHoPm"">
 <>
  We visited Agra and stayed in this beautiful property from 31st aug to 2nd September 19, upon arrival check in was quick and we upgraded to Prince suite..""Emperor Shahjahan"" .. as we entered .. the room was awesome &amp; has pool view windows,  a huge room with stunning interiors.. staff was quick in service, pool experience was amazing &amp; my daughter enjoyed a lot, our family also enjoyed the puppet show..we specifically liked the room ...it's a must visit ..!!!
 </>
</q>"
74,A piece of History, August 2019,Ajay,5.0,"<q class=""IRsGHoPm"">
 <>
  We recently stayed ta the Grand Imperial , the staff was very welcoming especially Mamta at the front desk who was very helpful. the rooms were clean and very spacious representing the times the building was built in early 1900's and distinctly maintains its charm. Staying here feels like experiencing history, the front lawn is a good size and feels intimate. the swimming pool is clean and a good place to relax after a long day wandering around the city. The hotel also hosts a puppet show by local artists (fun for kids) and provides complimentary mehendi (Henna) by a friendly lady named Sabiya.The breakfast is great with good continental and Indian options, but the restaurant though good is a bit pricey. The hotel doesn't have a gym and the roof is accessible with a view of the
 </>
 <>
  …
 </>
</q>"
75,A very beautiful hotel in Agra to stay, May 2019,Mo Sayed,5.0,"<q class=""IRsGHoPm"">
 <>
  This is a very nice hotel.  My family and I enjoyed our stay in the hotel very much.  The room was very spacious and clean.  we enjoyed very much the swing in the garden just outside our room.  My children also enjoyed the swimming pool a lot.  All the staff are very friendly and helpful.  We would definitely stay there again if we are ever in Agra again.
 </>
</q>"
76,Its very good but expected more out of it, August 2019,Abhishek_Chakrabarti,4.0,"<q class=""IRsGHoPm"">
 <>
  When its a question of ""Heritage Hotel"" in Agra, the answer is The Grand Imperial without doubt; however I feel there are more to be achieved to be called a ""perfect property in all respect"". Let me try to explain my statement. The location of the property is very good, everything like market and other famous land marks (Taj Mahal, Agra Fort) are all within 5 kms radious. Property is very well maintained. I must appreciate the way they are maintaining the heritage part of it. Rooms are huge and will certainty make you feel of that ""Royal Class"". I was delighted when they upgraded us in suite upon arrival, however delux rooms are also spacious I strongly believe. Almost all amenities like tea coffee machines, wifi, pool etc. were available in the property and with proper care.
 </>
 <>
  …
 </>
</q>"
77,Great hotel and great staff, August 2019,Harpreet Singh,5.0,"<q class=""IRsGHoPm"">
 <>
  The staff is really helpful and they really care for their guests.They have gone an extra mile in hospitality.Extremely satisfied with the stay there.The staff and management instantly heard the guest and help them.
 </>
</q>"
78,Great hospitality, August 2019,Dilmeet Kaur,5.0,"<q class=""IRsGHoPm"">
 <>
  We have no words to explain their level of hospitality and how they care for their guests.They have helped us a lot during medical emergency at night and we are really thankful to them.God bless them all.
 </>
</q>"
79,Very beautiful and charming hotel, August 2019,Cristina Artero,5.0,"<q class=""IRsGHoPm"">
 <>
  Very beautiful and charming hotel, full of character as it is an old colonial building turnt into a hotel.   The service is of a very high standard and very friendly. I want specially highly the kindness of Sabiya that apart from being always very nice when asking for her help she is an extremely talented hena artist and did a super cool design in my hand and forearm as well as in my feet. She has always a smile when helping, speaks very good English and did a very good job in the front desk as well.  We stayed for 2 nights in a suite on the first floor. The room and grounds were beautiful, the food was good specially the breakfast that i would highly recommend.   Also, in the hotel door there is a man that brings you with his tuk tuk to unique places in Agra (from indhu temples
 </>
 <>
  …
 </>
</q>"
80,Calm charming hotel, August 2019,stargarten,4.0,"<q class=""IRsGHoPm"">
 <>
  Jawaharlar Nehru slept here, as well as the Shah of Iran - however that was in the fifties, and since then, the hotel has slowly lost track with the modern times. This is quite charming in terms of room size and a terrific garden, and the bathrooms have been fitted with latest amenities recently. A nice and convenient place in a dirty, rotten city, reasonably priced, with a good restaurant, good breakfast and friendly staff. Easy to go to the Taj or the Fort within fifteen minutes by Tuktuk (80INR if you bargain reasonably). The suites are gigantic!   As in many of Indias hotels, be alerted with extras: A cup of tea is 140, the hotel car charges double price for long distance and four times of a regular taxi cab for short distance lifts.
 </>
</q>"
